序号,编号,分类号,单位名称（中文）,时代（中文）,地址（中文）,类型（中文）,批次（中文）,省级政区名称（中文）,市级政区名称（中文）,县级政区名称（中文）
47,48,1,太室阙,东汉,河南省登封县,古建筑,第一批,河南省,郑州市,登封市
48,49,2,少室阙,东汉,河南省登封县,古建筑,第一批,河南省,郑州市,登封市
49,50,3,启母阙,东汉,河南省登封县,古建筑,第一批,河南省,郑州市,登封市
50,51,4,冯焕阙,东汉,四川省渠县,古建筑,第一批,四川省,达州市,渠县
51,52,5,平阳府君阙,东汉,四川绵阳县,古建筑,第一批,四川省,绵阳市,涪城区
52,53,6,沈府君阙,东汉,四川省渠县,古建筑,第一批,四川省,达州市,渠县
57,58,11,安济桥（大石桥）,隋,河北省宁晋县,古建筑,第一批,河北省,石家庄市,赵县
58,59,12,安平桥（五里桥）,南宋,福建省晋江县,古建筑,第一批,福建省,泉州市,南安市
59,60,13,永通桥（小石桥）,金,河北省宁晋县,古建筑,第一批,河北省,邢台市,宁晋县
76,77,30,义慈惠石柱,北齐,河北省易县,古建筑,第一批,河北省,保定市,定兴县
84,85,38,晋祠,宋,山西省太原市,古建筑,第一批,山西省,太原市,晋源区
97,98,51,居庸关云台,元,北京市昌平县,古建筑,第一批,北京市,北京市,昌平区
100,101,54,万里长城－八达岭,明,北京市延庆县,古建筑,第一批,北京市,北京市,延庆县
101,102,55,万里长城－山海关,明,河北省秦皇岛市,古建筑,第一批,河北省,秦皇岛市,山海关区
102,103,56,万里长城－嘉峪关,明,甘肃省酒泉市,古建筑,第一批,甘肃省,武威市,凉州区
103,104,57,西安城墙,明,陕西省西安市,古建筑,第一批,陕西省,西安市,碑林区
104,105,58,天坛,明,北京市崇文区,古建筑,第一批,北京市,北京市,东城区
105,106,59,北海及团城,明、清,北京市西城区,古建筑,第一批,北京市,北京市,西城区
112,113,66,国子监,清,北京市东城区,古建筑,第一批,北京市,北京市,东城区
118,119,72,武侯祠,清,四川省成都市,古建筑,第一批,四川省,成都市,武侯区
120,121,74,拙政园,明、清,江苏省苏州市,古建筑,第一批,江苏省,苏州市,姑苏区
121,122,75,颐和园,清,北京市海淀区,古建筑,第一批,北京市,北京市,海淀区
122,123,76,避暑山庄,清,河北省承德市,古建筑,第一批,河北省,承德市,双桥区
123,124,77,留园,清,江苏省苏州市,古建筑,第一批,江苏省,苏州市,姑苏区
375,196,2,可园,清,北京市东城区,古建筑,第五批,北京市,北京市,西城区
376,197,3,孚王府,清,北京市朝阳区,古建筑,第五批,北京市,北京市,东城区
377,198,4,景山,明、清,北京市西城区,古建筑,第五批,北京市,北京市,东城区
381,202,8,先农坛,明、清,北京市宣武区,古建筑,第五批,北京市,北京市,丰台区
386,207,13,天津广东会馆,清,天津市南开区,古建筑,第五批,天津市,天津市,南开区
390,211,17,鸡鸣驿城,明,河北省怀来县,古建筑,第五批,河北省,张家口市,怀来县
392,213,19,定州贡院,清,河北省定州市,古建筑,第五批,河北省,保定市,定州市
400,221,27,腰山王氏庄园,清,河北省顺平县,古建筑,第五批,河北省,保定市,顺平县
401,222,28,古莲花池,金至清,河北省保定市,古建筑,第五批,河北省,保定市,南市区
404,225,31,大同九龙壁,明,山西省大同市,古建筑,第五批,山西省,大同市,城区
410,231,37,窦大夫祠,元至清,山西省太原市,古建筑,第五批,山西省,太原市,尖草坪区
414,235,41,边靖楼,明,山西省代县,古建筑,第五批,山西省,忻州市,代县
421,242,48,大悲院,宋、金,山西省曲沃县,古建筑,第五批,山西省,临汾市,曲沃县
423,244,50,沁县大云院,宋至清,山西省沁县,古建筑,第五批,山西省,长治市,沁县
431,252,58,洪济院,金至清,山西省武乡县,古建筑,第五批,山西省,长治市,武乡县
441,262,68,乔家大院,清,山西省祁县,古建筑,第五批,山西省,晋中市,祁县
459,280,86,和硕恪靖公主府,清,内蒙古自治区呼和浩特市,古建筑,第五批,内蒙古自治区,呼和浩特市,回民区
463,284,90,退思园,清,江苏省吴江市,古建筑,第五批,江苏省,苏州市,吴江区
464,285,91,宝带桥,明,江苏省苏州市,古建筑,第五批,江苏省,苏州市,吴中区
465,286,92,耦园,清,江苏省苏州市,古建筑,第五批,江苏省,苏州市,姑苏区
467,288,94,水绘园,清,江苏省如皋市,古建筑,第五批,江苏省,南通市,如皋市
468,289,95,古月桥,宋,浙江省义乌市,古建筑,第五批,浙江省,金华市,义乌市
469,290,96,黄山八面厅,清,浙江省义乌市,古建筑,第五批,浙江省,金华市,义乌市
472,293,99,南阁牌楼群,明,浙江省乐清市,古建筑,第五批,浙江省,温州市,乐清市
473,294,100,庆安会馆,清,浙江省宁波市,古建筑,第五批,浙江省,宁波市,海曙区
475,296,102,如龙桥,明,浙江省庆元县,古建筑,第五批,浙江省,丽水市,庆元县
476,297,103,通济堰,南朝至清,浙江省丽水市,古建筑,第五批,浙江省,丽水市,莲都区
478,299,105,文澜阁,清,浙江省杭州市,古建筑,第五批,浙江省,杭州市,西湖区
479,300,106,俞源村古建筑群,元至清,浙江省武义县,古建筑,第五批,浙江省,金华市,武义县
480,301,107,八字桥,宋,浙江省绍兴市,古建筑,第五批,浙江省,绍兴市,越城区
481,302,108,吕府,明,浙江省绍兴市,古建筑,第五批,浙江省,绍兴市,越城区
483,304,110,台州府城墙,宋至清,浙江省临海市,古建筑,第五批,浙江省,台州市,临海市
484,305,111,桃渚城,明、清,浙江省临海市,古建筑,第五批,浙江省,台州市,临海市
485,306,112,郑义门古建筑群,清,浙江省浦江县,古建筑,第五批,浙江省,金华市,浦江县
487,308,114,绮园,清,浙江省海盐县,古建筑,第五批,浙江省,嘉兴市,海盐县
488,309,115,斯氏古民居建筑群,清,浙江省诸暨市,古建筑,第五批,浙江省,绍兴市,诸暨市
490,311,117,永昌堡,明,浙江省温州市,古建筑,第五批,浙江省,温州市,龙湾区
494,315,121,亳州古地道,宋、元,安徽省亳州市,古建筑,第五批,安徽省,亳州市,谯城区
495,316,122,白崖寨,元至清,安徽省宿松县,古建筑,第五批,安徽省,安庆市,宿松县
496,317,123,程氏三宅,明,安徽省黄山市,古建筑,第五批,安徽省,黄山市,屯溪区
497,318,124,呈坎村古建筑群,明、清,安徽省黄山市,古建筑,第五批,安徽省,黄山市,徽州区
498,319,125,渔梁坝,唐至清,安徽省歙县,古建筑,第五批,安徽省,黄山市,歙县
499,320,126,宏村古建筑群,明、清,安徽省黟县,古建筑,第五批,安徽省,黄山市,黟县
500,321,127,西递村古建筑群,明、清,安徽省黟县,古建筑,第五批,安徽省,黄山市,黟县
501,322,128,寿县古城墙,宋至清,安徽省寿县,古建筑,第五批,安徽省,六安市,寿县
502,323,129,查济古建筑群,元至清,安徽省泾县,古建筑,第五批,安徽省,宣城市,泾县
504,325,131,安贞堡,清,福建省永安市,古建筑,第五批,福建省,三明市,永安市
506,327,133,蔡氏古民居建筑群,清,福建省南安市,古建筑,第五批,福建省,泉州市,晋江市
511,332,138,江东桥,宋,福建省漳州市,古建筑,第五批,福建省,漳州市,龙文区
512,333,139,赵家堡－－诒安堡,明、清,福建省漳浦县,古建筑,第五批,福建省,漳州市,漳浦县
513,334,140,流坑村古建筑群,明、清,江西省乐安县,古建筑,第五批,江西省,抚州市,乐安县
514,335,141,关西新围、燕翼围,清,江西省龙南县,古建筑,第五批,江西省,赣州市,龙南县
516,337,143,临清运河钞关,明、清,山东省临清市,古建筑,第五批,河北省,邢台市,临西县
518,339,145,山陕甘会馆,清,河南省开封市,古建筑,第五批,河南省,开封市,开封市市辖区
519,340,146,康百万庄园,清,河南省巩义市,古建筑,第五批,河南省,郑州市,巩义市
523,344,150,小商桥,宋,河南省临颍县,古建筑,第五批,河南省,漯河市,郾城区
524,345,151,南阳知府衙门,清,河南省南阳市,古建筑,第五批,河南省,南阳市,卧龙区
525,346,152,潞泽会馆,清,河南省洛阳市,古建筑,第五批,河南省,洛阳市,老城区
528,349,155,荆紫关古建筑群,清,河南省浙川县,古建筑,第五批,河南省,许昌市,禹州市
537,358,164,百泉,明、清,河南省辉县市,古建筑,第五批,河南省,新乡市,辉县市
539,360,166,大水井古建筑群,清,湖北省利川市,古建筑,第五批,湖北省,恩施土家族苗族自治州,利川市
540,361,167,襄阳城墙,明,湖北省襄樊市,古建筑,第五批,湖北省,襄阳市,襄城区
541,362,168,襄阳王府绿影壁,明,湖北省襄樊市,古建筑,第五批,湖北省,襄阳市,樊城区
543,364,170,屈子祠,清,湖南省汨罗市,古建筑,第五批,湖南省,岳阳市,汨罗市
546,367,173,张谷英村古建筑群,明、清,湖南省岳阳县,古建筑,第五批,湖南省,岳阳市,岳阳县
547,368,174,芋头侗寨古建筑群,明、清,湖南省通道侗族自治县,古建筑,第五批,湖南省,怀化市,通道侗族自治县
548,369,175,东莞可园,清,广东省东莞市,古建筑,第五批,广东省,东莞市,东莞市市辖区
552,373,179,大鹏所城,明、清,广东省深圳市,古建筑,第五批,广东省,深圳市,龙岗区
554,375,181,肇庆古城墙,宋至清,广东省肇庆市,古建筑,第五批,广东省,肇庆市,端州区
556,377,183,已略黄公祠,清,广东省潮州市,古建筑,第五批,广东省,潮州市,潮安县
557,378,184,岜团桥,清,广西壮族自治区三江侗族自治县,古建筑,第五批,广西壮族自治区,柳州市,三江侗族自治县
558,379,185,临贺故城,汉至清,广西壮族自治区贺州市,古建筑,第五批,广西壮族自治区,贺州市,八步区
560,381,187,石宝寨,明、清,重庆市忠县,古建筑,第五批,重庆市,重庆市,忠县
561,382,188,丁房阙－－无铭阙,东汉,重庆市忠县,古建筑,第五批,重庆市,重庆市,忠县
563,384,190,直波碉楼,清,四川省马尔康县,古建筑,第五批,四川省,阿坝藏族羌族自治州,马尔康县
565,386,192,松潘古城墙,明,四川省松潘县,古建筑,第五批,四川省,阿坝藏族羌族自治州,松潘县
569,390,196,隆昌石牌坊,清,四川省隆昌县,古建筑,第五批,四川省,内江市,隆昌县
574,395,201,罨画池,清,四川省崇州市,古建筑,第五批,四川省,成都市,崇州市
577,398,204,云山屯古建筑群,明,贵州省安顺市,古建筑,第五批,贵州省,安顺市,西秀区
578,399,205,福泉城墙,明,贵州省福泉市,古建筑,第五批,贵州省,黔南布依族苗族自治州,福泉市
579,400,206,郎德上寨古建筑群,明、清,贵州省雷山县,古建筑,第五批,贵州省,黔东南苗族侗族自治州,雷山县
580,401,207,海龙屯,宋至明,贵州省遵义县,古建筑,第五批,贵州省,遵义市,汇川区
581,402,208,地坪风雨桥,清,贵州省黎平县,古建筑,第五批,贵州省,黔东南苗族侗族自治州,黎平县
583,404,210,喜洲白族古建筑群,明、清,云南省大理市,古建筑,第五批,云南省,大理白族自治州,大理市
586,407,213,朗色林庄园,明,西藏自治区扎囊县,古建筑,第五批,西藏自治区,山南地区,扎囊县
591,412,218,吉如拉康,唐至清,西藏自治区乃东县,古建筑,第五批,西藏自治区,山南地区,乃东县
606,427,233,党家村古建筑群,明、清,陕西省韩城市,古建筑,第五批,陕西省,渭南市,韩城市
610,431,237,胡氏古民居建筑,明、清,甘肃省天水市,古建筑,第五批,甘肃省,天水市,秦州区
620,441,247,五公祠,宋至清,海南省海口市,古建筑,第五批,海南省,海口市,琼山区
621,442,248,长城,春秋至明,北京市、河北省、山西省、内蒙古自治区、陕西省、山东省、宁夏回族自治区、辽宁省,古建筑,第五批,山东省,泰安市,肥城市
622,442,248-1,齐长城遗址,春秋、战国,山东省济南市、章丘市、肥城市、泰安市、莱芜市、淄博市、沂源县、临朐县、安丘市、诸城市、沂水县、莒县、五莲县、胶南市、青岛市,古建筑,第五批,山东省,淄博市,博山区
623,442,248-2,秦长城遗址,战国,内蒙古自治区伊金霍洛旗，宁夏回族自治区彭阳县、西吉县、固原县,古建筑,第五批,宁夏回族自治区,固原市,原州区
624,442,248-3,燕长城遗址,战国,辽宁省建平县,古建筑,第五批,辽宁省,朝阳市,建平县
625,442,248-4,司马台段,明,北京市密云县,古建筑,第五批,北京市,北京市,密云县
626,442,248-5,乌龙沟段,明,河北省涞源县,古建筑,第五批,河北省,保定市,涞源县
627,442,248-6,雁门关段,明,山西省代县,古建筑,第五批,山西省,忻州市,代县
628,442,248-7,清水河段,明,内蒙古自治区清水河县,古建筑,第五批,内蒙古自治区,呼和浩特市,清水河县
629,442,248-8,镇北台,明,陕西省榆林市,古建筑,第五批,陕西省,榆林市,榆阳区
787,79,1,龙脑桥,明,四川省泸县 ,古建筑,第四批,四川省,泸州市,泸县
801,93,15,府州城,五代-清,陕西省府谷县 ,古建筑,第四批,陕西省,榆林市,府谷县
813,105,27,赣州城墙,宋、明,江西省赣州市 ,古建筑,第四批,江西省,赣州市,章贡区
822,114,36,慈云阁,元,河北省定兴县 ,古建筑,第四批,河北省,保定市,定兴县
823,115,37,姬氏居民,元,山西省高平市 ,古建筑,第四批,山西省,晋城市,高平市
830,122,44,南阳武侯祠,元-清,河南省南阳市 ,古建筑,第四批,河南省,南阳市,卧龙区
838,130,52,北京鼓楼、钟楼,明、清,北京市东城区 ,古建筑,第四批,北京市,北京市,西城区
839,131,53,蔚州玉皇阁,明,河北省蔚县 ,古建筑,第四批,河北省,张家口市,蔚县
840,132,54,万里长城－紫荆关,明,河北省易县 ,古建筑,第四批,河北省,保定市,易县
843,135,57,美岱召,明,内蒙古自治区土默特右旗 ,古建筑,第四批,内蒙古自治区,包头市,土默特右旗
844,136,58,万里长城－九门口,明,辽宁省绥中县、河北省抚宁县 ,古建筑,第四批,辽宁省,丹东市,振兴区
846,138,60,诸葛、长乐村民居,明、清,浙江省兰溪市 ,古建筑,第四批,浙江省,杭州市,建德市
847,139,61,蒲壮所城,明,浙江省苍南县 ,古建筑,第四批,浙江省,温州市,苍南县
849,141,63,棠樾石牌坊群,明、清,安徽省歙县 ,古建筑,第四批,安徽省,黄山市,歙县
850,142,64,老屋阁及绿绕亭,明,安徽省黄山市 ,古建筑,第四批,安徽省,黄山市,徽州区
851,143,65,罗东舒祠,明,安徽省黄山市 ,古建筑,第四批,安徽省,黄山市,屯溪区
853,145,67,漳州石牌坊,明、清,福建省漳州市 ,古建筑,第四批,福建省,漳州市,芗城区
854,146,68,归德府城墙,明,河南省商丘县 ,古建筑,第四批,河南省,商丘市,梁园区
857,149,71,襄阳“古隆中”,明、清,湖北省襄樊市 ,古建筑,第四批,湖北省,襄阳市,襄城区
858,150,72,荆州城墙,明、清,湖北省荆州市 ,古建筑,第四批,湖北省,荆州市,荆州区
859,151,73,许附马府,明,广东省潮州市 ,古建筑,第四批,广东省,潮州市,湘桥区
861,153,75,莫土司衙署,明、清,广西壮族自治区忻城县 ,古建筑,第四批,广西壮族自治区,来宾市,忻城县
862,154,76,靖江王府及王陵,明,广西壮族自治区桂林市 ,古建筑,第四批,广西壮族自治区,桂林市,秀峰区
863,155,77,丘浚故居及墓,明,海南省琼山市、海口市 ,古建筑,第四批,海南省,海口市,琼山区
865,157,79,真武山古建筑群,明、清,四川省宜宾市 ,古建筑,第四批,四川省,宜宾市,翠屏区
866,158,80,张桓侯祠,明、清,四川省阆中市 ,古建筑,第四批,四川省,南充市,阆中市
869,161,83,西安钟楼、鼓楼,明,陕西省西安市 ,古建筑,第四批,陕西省,西安市,莲湖区
872,164,86,鲁土司衙门旧址,明、清,甘肃省永登县 ,古建筑,第四批,甘肃省,兰州市,永登县
876,168,90,袄神楼,清,山西省介休市 ,古建筑,第四批,山西省,晋中市,介休市
877,169,91,五当召,清,内蒙古自治区包头市 ,古建筑,第四批,内蒙古自治区,包头市,石拐区
878,170,92,盂城驿,清,江苏省高邮市 ,古建筑,第四批,江苏省,扬州市,高邮市
879,171,93,玉海楼,清,浙江省瑞安市 ,古建筑,第四批,浙江省,温州市,瑞安市
880,172,94,二宜楼,清,福建省华安县 ,古建筑,第四批,福建省,漳州市,华安县
881,173,95,魏氏庄园,清,山东省惠民县 ,古建筑,第四批,山东省,滨州市,惠民县
882,174,96,丁氏故宅,清,山东省龙口市 ,古建筑,第四批,山东省,烟台市,龙口市
883,175,97,开封城墙,清,河南省开封市 ,古建筑,第四批,河南省,开封市,开封市市辖区
885,177,99,内乡县衙,清,河南省内乡县 ,古建筑,第四批,河南省,南阳市,内乡县
886,178,100,马田鼓楼,清,湖南省通道侗族自治县 ,古建筑,第四批,湖南省,怀化市,通道侗族自治县
889,181,103,雷祖祠,明、清,广东省雷州市 ,古建筑,第四批,广东省,湛江市,雷州市
890,182,104,东坡书院,明、清,海南省儋州市 ,古建筑,第四批,海南省,儋州市,儋州市
891,183,105,德格印经院,清,四川省德格县 ,古建筑,第四批,四川省,甘孜藏族自治州,德格县
892,184,106,夕佳山民居,明、清,四川省江安县 ,古建筑,第四批,四川省,宜宾市,江安县
896,188,110,伊犁将军府,清,新疆维吾尔自治区伊宁市 ,古建筑,第四批,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市
1011,53,1,丰塘（芍陂）,春秋,安徽省寿县,古建筑,第三批,安徽省,六安市,寿县
1012,54,2,灵渠,秦,广西壮族自治区兴安县,古建筑,第三批,广西壮族自治区,桂林市,兴安县
1013,55,3,它山堰,唐,浙江省鄞县,古建筑,第三批,浙江省,宁波市,鄞州区
1014,56,4,木兰陂,北宋,福建省莆田县,古建筑,第三批,福建省,莆田市,城厢区
1015,57,5,桑海井,清,四川省自贡市,古建筑,第三批,四川省,自贡市,自流井区
1016,58,6,金山岭长城,明,河北省滦平县,古建筑,第三批,北京市,北京市,密云县
1017,59,7,南京城墙,明,江苏省南京市,古建筑,第三批,江苏省,南京市,鼓楼区
1018,60,8,平遥城墙,明,山西省平遥县,古建筑,第三批,山西省,晋中市,平遥县
1019,61,9,崇武城墙,明,福建省惠安县,古建筑,第三批,福建省,泉州市,惠安县
1020,62,10,兴城城墙,明至清,辽宁省兴城市,古建筑,第三批,辽宁省,葫芦岛市,兴城市
1021,63,11,正阳门,明至清,北京市,古建筑,第三批,北京市,北京市,西城区
1022,64,12,清远楼,明,河北省张家口市宣化区,古建筑,第三批,河北省,张家口市,宣化区
1023,65,13,光岳楼,明,山东省聊城市,古建筑,第三批,山东省,聊城市,东昌府区
1024,66,14,岳阳楼,清,湖南省岳阳市,古建筑,第三批,湖南省,岳阳市,岳阳楼区
1026,68,16,洛阳桥,宋至明,福建省泉州市,古建筑,第三批,福建省,泉州市,鲤城区
1027,69,17,广济桥,宋至明,广东省潮州市,古建筑,第三批,广东省,潮州市,湘桥区
1028,70,18,古纤道,明至清,浙江省绍兴市,古建筑,第三批,浙江省,绍兴市,越城区
1029,71,19,直隶总督署,清,河北省保定市,古建筑,第三批,河北省,保定市,南市区
1030,72,20,卓克基土司官寨,清,四川省马尔康县,古建筑,第三批,四川省,阿坝藏族羌族自治州,马尔康县
1032,74,22,白鹿书院,清,江西省九江市,古建筑,第三批,江西省,九江市,星子县
1033,75,23,岳麓书院,清,湖南省长沙市,古建筑,第三批,湖南省,长沙市,开福区
1034,76,24,西秦会馆,清,四川省自贡市,古建筑,第三批,四川省,自贡市,自流井区
1035,77,25,聊城山陕会馆,清,山东省聊城市,古建筑,第三批,山东省,聊城市,东昌府区
1036,78,26,社旗山陕会馆,清,河南省社旗县,古建筑,第三批,河南省,南阳市,社旗县
1039,81,29,社稷坛,明至清,北京市,古建筑,第三批,北京市,北京市,西城区
1042,84,32,龙川胡氏宗祠,明至清,安徽省绩溪县,古建筑,第三批,安徽省,宣城市,绩溪县
1044,86,34,泰宁尚书第,明,福建省泰宁县,古建筑,第三批,福建省,三明市,泰宁县
1045,87,35,丁村民宅,明至清,山西省襄汾县,古建筑,第三批,山西省,临汾市,襄汾县
1046,88,36,潜口民宅,明,安徽省歙县,古建筑,第三批,安徽省,黄山市,徽州区
1047,89,37,东阳卢宅,明至清,浙江省东阳县,古建筑,第三批,浙江省,金华市,东阳市
1048,90,38,祥集弄民宅,明,江西省景德镇市,古建筑,第三批,江西省,景德镇市,昌江区
1049,91,39,崇礼住宅,清,北京市东城区（东四六条6-365号四合院）,古建筑,第三批,北京市,北京市,东城区
1051,93,41,寄畅园,明至清,江苏省无锡市,古建筑,第三批,江苏省,无锡市,滨湖区
1052,94,42,环秀山庄,明至清,江苏省苏州市,古建筑,第三批,江苏省,苏州市,姑苏区
1053,95,43,十笏园,明至清,山东省潍坊市,古建筑,第三批,山东省,潍坊市,潍城区
1054,96,44,罗布林卡,清,西藏自治区拉萨市,古建筑,第三批,西藏自治区,拉萨市,城关区
1055,97,45,何园,清,江苏省扬州市,古建筑,第三批,江苏省,扬州市,广陵区
1056,98,46,个园,清,江苏省扬州市,古建筑,第三批,江苏省,扬州市,广陵区
1057,99,47,南通博物苑,清,江苏省南通市,古建筑,第三批,江苏省,南通市,崇川区
1059,101,49,“治世玄岳”牌坊,明,湖北省丹江口市,古建筑,第三批,湖北省,十堰市,丹江口市
1060,102,50,许国石坊,明,安徽省歙县,古建筑,第三批,安徽省,黄山市,歙县
1061,103,51,大土阁,明,广西壮族自治区合浦县,古建筑,第三批,广西壮族自治区,北海市,合浦县
1062,104,52,增冲鼓楼,清,贵州省从江县,古建筑,第三批,贵州省,黔东南苗族侗族自治州,从江县
1070,112,60,大云院,五代至清,山西省平顺县,古建筑,第三批,山西省,长治市,潞城市
1082,124,72,景真八角亭,清,云南省勐海县,古建筑,第三批,云南省,西双版纳傣族自治州,勐海县
1089,131,79,花戏楼,清,安徽省亳州市,古建筑,第三批,安徽省,亳州市,谯城区
1090,132,80,青龙洞,清,贵州省镇远县,古建筑,第三批,贵州省,黔东南苗族侗族自治州,镇远县
1118,160,108,旅顺监狱旧址,1898-1945年,辽宁省大连市,古建筑,第三批,辽宁省,大连市,旅顺口区
1923,707,7-0707-3-005,明北京城城墙遗存,明,北京市东城区、西城区,古建筑,第七批,北京市,北京市,西城区
1926,710,7-0710-3-008,琉璃河大桥,明,北京市房山区,古建筑,第七批,北京市,北京市,房山区
1928,712,7-0712-3-010,文天祥祠,明至清,北京市东城区,古建筑,第七批,北京市,北京市,西城区
1930,714,7-0714-3-012,克勤郡王府,清,北京市西城区,古建筑,第七批,北京市,北京市,西城区
1935,719,7-0719-3-017,张家口堡,汉、魏晋南北朝、唐、明、清,河北省张家口市,古建筑,第七批,河北省,张家口市,桥西区
1954,738,7-0738-3-036,灵寿石牌坊,明,河北省石家庄市灵寿县,古建筑,第七批,河北省,石家庄市,灵寿县
1957,741,7-0741-3-039,蔚州古城墙,明,河北省张家口市蔚县,古建筑,第七批,河北省,张家口市,蔚县
1960,744,7-0744-3-042,永平府城墙,明,河北省秦皇岛市卢龙县,古建筑,第七批,河北省,秦皇岛市,卢龙县
1961,745,7-0745-3-043,下胡良桥,明,河北省保定市涿州市,古建筑,第七批,河北省,保定市,涿州市
